# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
SC80_RS26365	gene-SC80_RS26365	TRANSCRIPT_gene-SC80_RS26365	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS26370	gene-SC80_RS26370	TRANSCRIPT_gene-SC80_RS26370	protein_coding	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0
SC80_RS26495	gene-SC80_RS26495	TRANSCRIPT_gene-SC80_RS26495	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS26800	gene-SC80_RS26800	TRANSCRIPT_gene-SC80_RS26800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS27535	gene-SC80_RS27535	TRANSCRIPT_gene-SC80_RS27535	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS27545	gene-SC80_RS27545	TRANSCRIPT_gene-SC80_RS27545	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS27815	gene-SC80_RS27815	TRANSCRIPT_gene-SC80_RS27815	protein_coding	0	0	0	96	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	17
SC80_RS27890	gene-SC80_RS27890	TRANSCRIPT_gene-SC80_RS27890	protein_coding	1	1	0	289	0	0	0	0	131	0	0	0	0	2	1	0	0	1	1	1	158
SC80_RS28170	gene-SC80_RS28170	TRANSCRIPT_gene-SC80_RS28170	protein_coding	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS28225	gene-SC80_RS28225	TRANSCRIPT_gene-SC80_RS28225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS28435	gene-SC80_RS28435	TRANSCRIPT_gene-SC80_RS28435	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS28645	gene-SC80_RS28645	TRANSCRIPT_gene-SC80_RS28645	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS28700	gene-SC80_RS28700	TRANSCRIPT_gene-SC80_RS28700	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
SC80_RS28780	gene-SC80_RS28780	TRANSCRIPT_gene-SC80_RS28780	protein_coding	1	1	7	347	0	0	0	0	300	1	0	8	0	0	0	0	0	0	1	0	47
SC80_RS28805	gene-SC80_RS28805	TRANSCRIPT_gene-SC80_RS28805	protein_coding	8	4	19	565	0	1	2	1	215	8	0	21	0	0	0	1	0	0	4	0	350
SC80_RS28925	gene-SC80_RS28925	TRANSCRIPT_gene-SC80_RS28925	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS28985	gene-SC80_RS28985	TRANSCRIPT_gene-SC80_RS28985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS28995	gene-SC80_RS28995	TRANSCRIPT_gene-SC80_RS28995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29070	gene-SC80_RS29070	TRANSCRIPT_gene-SC80_RS29070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29075	gene-SC80_RS29075	TRANSCRIPT_gene-SC80_RS29075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29085	gene-SC80_RS29085	TRANSCRIPT_gene-SC80_RS29085	protein_coding	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
SC80_RS29090	gene-SC80_RS29090	TRANSCRIPT_gene-SC80_RS29090	protein_coding	0	4	3	29	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	29
SC80_RS29095	gene-SC80_RS29095	TRANSCRIPT_gene-SC80_RS29095	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29145	gene-SC80_RS29145	TRANSCRIPT_gene-SC80_RS29145	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS29215	gene-SC80_RS29215	TRANSCRIPT_gene-SC80_RS29215	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
SC80_RS29270	gene-SC80_RS29270	TRANSCRIPT_gene-SC80_RS29270	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS29280	gene-SC80_RS29280	TRANSCRIPT_gene-SC80_RS29280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29290	gene-SC80_RS29290	TRANSCRIPT_gene-SC80_RS29290	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS29305	gene-SC80_RS29305	TRANSCRIPT_gene-SC80_RS29305	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
SC80_RS29435	gene-SC80_RS29435	TRANSCRIPT_gene-SC80_RS29435	protein_coding	0	0	0	117	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	73
SC80_RS29445	gene-SC80_RS29445	TRANSCRIPT_gene-SC80_RS29445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29570	gene-SC80_RS29570	TRANSCRIPT_gene-SC80_RS29570	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS29575	gene-SC80_RS29575	TRANSCRIPT_gene-SC80_RS29575	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS29590	gene-SC80_RS29590	TRANSCRIPT_gene-SC80_RS29590	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS29610	gene-SC80_RS29610	TRANSCRIPT_gene-SC80_RS29610	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
SC80_RS29625	gene-SC80_RS29625	TRANSCRIPT_gene-SC80_RS29625	protein_coding	0	0	0	99	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	39
SC80_RS29635	gene-SC80_RS29635	TRANSCRIPT_gene-SC80_RS29635	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29645	gene-SC80_RS29645	TRANSCRIPT_gene-SC80_RS29645	protein_coding	0	0	0	67	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29665	gene-SC80_RS29665	TRANSCRIPT_gene-SC80_RS29665	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS29720	gene-SC80_RS29720	TRANSCRIPT_gene-SC80_RS29720	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29750	gene-SC80_RS29750	TRANSCRIPT_gene-SC80_RS29750	protein_coding	1	7	3	485	0	0	0	0	240	0	0	3	0	0	0	1	0	0	7	0	245
SC80_RS29880	gene-SC80_RS29880	TRANSCRIPT_gene-SC80_RS29880	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS29970	gene-SC80_RS29970	TRANSCRIPT_gene-SC80_RS29970	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS29980	gene-SC80_RS29980	TRANSCRIPT_gene-SC80_RS29980	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30045	gene-SC80_RS30045	TRANSCRIPT_gene-SC80_RS30045	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS30075	gene-SC80_RS30075	TRANSCRIPT_gene-SC80_RS30075	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30080	gene-SC80_RS30080	TRANSCRIPT_gene-SC80_RS30080	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS30085	gene-SC80_RS30085	TRANSCRIPT_gene-SC80_RS30085	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS30120	gene-SC80_RS30120	TRANSCRIPT_gene-SC80_RS30120	protein_coding	1	1	5	490	1	0	0	0	351	1	0	6	0	0	0	1	0	0	1	0	139
SC80_RS30165	gene-SC80_RS30165	TRANSCRIPT_gene-SC80_RS30165	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
SC80_RS30180	gene-SC80_RS30180	TRANSCRIPT_gene-SC80_RS30180	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS30190	gene-SC80_RS30190	TRANSCRIPT_gene-SC80_RS30190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS30235	gene-SC80_RS30235	TRANSCRIPT_gene-SC80_RS30235	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS30240	gene-SC80_RS30240	TRANSCRIPT_gene-SC80_RS30240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30260	gene-SC80_RS30260	TRANSCRIPT_gene-SC80_RS30260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30275	gene-SC80_RS30275	TRANSCRIPT_gene-SC80_RS30275	protein_coding	0	0	0	113	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	104
SC80_RS30315	gene-SC80_RS30315	TRANSCRIPT_gene-SC80_RS30315	protein_coding	2	1	4	298	0	2	0	0	119	2	0	4	0	0	0	0	0	0	1	0	179
SC80_RS30325	gene-SC80_RS30325	TRANSCRIPT_gene-SC80_RS30325	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30330	gene-SC80_RS30330	TRANSCRIPT_gene-SC80_RS30330	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30370	gene-SC80_RS30370	TRANSCRIPT_gene-SC80_RS30370	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS30380	gene-SC80_RS30380	TRANSCRIPT_gene-SC80_RS30380	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS30395	gene-SC80_RS30395	TRANSCRIPT_gene-SC80_RS30395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS30415	gene-SC80_RS30415	TRANSCRIPT_gene-SC80_RS30415	protein_coding	0	35	22	118	0	0	0	0	11	0	0	22	0	0	0	0	0	0	35	0	107
SC80_RS30435	gene-SC80_RS30435	TRANSCRIPT_gene-SC80_RS30435	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS30445	gene-SC80_RS30445	TRANSCRIPT_gene-SC80_RS30445	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
aaeA	gene-SC80_RS10085	TRANSCRIPT_gene-SC80_RS10085	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
aaeB	gene-SC80_RS10080	TRANSCRIPT_gene-SC80_RS10080	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
aaeR	gene-SC80_RS10095	TRANSCRIPT_gene-SC80_RS10095	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aaeX	gene-SC80_RS10090	TRANSCRIPT_gene-SC80_RS10090	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
aas	gene-SC80_RS10995	TRANSCRIPT_gene-SC80_RS10995	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aat	gene-SC80_RS13155	TRANSCRIPT_gene-SC80_RS13155	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
abrB	gene-SC80_RS01585	TRANSCRIPT_gene-SC80_RS01585	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
accA	gene-SC80_RS08535	TRANSCRIPT_gene-SC80_RS08535	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
accD	gene-SC80_RS06430	TRANSCRIPT_gene-SC80_RS06430	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
aceE	gene-SC80_RS08190	TRANSCRIPT_gene-SC80_RS08190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aceF	gene-SC80_RS08195	TRANSCRIPT_gene-SC80_RS08195	protein_coding	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ackA	gene-SC80_RS06330	TRANSCRIPT_gene-SC80_RS06330	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acnA	gene-SC80_RS15670	TRANSCRIPT_gene-SC80_RS15670	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
acnB	gene-SC80_RS08210	TRANSCRIPT_gene-SC80_RS08210	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
acpH	gene-SC80_RS00195	TRANSCRIPT_gene-SC80_RS00195	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
acpP	gene-SC80_RS16265	TRANSCRIPT_gene-SC80_RS16265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acpT	gene-SC80_RS19580	TRANSCRIPT_gene-SC80_RS19580	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acrA	gene-SC80_RS00490	TRANSCRIPT_gene-SC80_RS00490	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acrB	gene-SC80_RS00485	TRANSCRIPT_gene-SC80_RS00485	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
acrE	gene-SC80_RS10255	TRANSCRIPT_gene-SC80_RS10255	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
acrF	gene-SC80_RS10260	TRANSCRIPT_gene-SC80_RS10260	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
acrR	gene-SC80_RS00495	TRANSCRIPT_gene-SC80_RS00495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acrS	gene-SC80_RS10250	TRANSCRIPT_gene-SC80_RS10250	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
acs	gene-SC80_RS14765	TRANSCRIPT_gene-SC80_RS14765	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
actP	gene-SC80_RS14775	TRANSCRIPT_gene-SC80_RS14775	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
actS	gene-SC80_RS11050	TRANSCRIPT_gene-SC80_RS11050	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ada	gene-SC80_RS05920	TRANSCRIPT_gene-SC80_RS05920	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
add	gene-SC80_RS02815	TRANSCRIPT_gene-SC80_RS02815	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
adeP	gene-SC80_RS17210	TRANSCRIPT_gene-SC80_RS17210	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
adhE	gene-SC80_RS18880	TRANSCRIPT_gene-SC80_RS18880	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
adhP	gene-SC80_RS24350	TRANSCRIPT_gene-SC80_RS24350	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
adk	gene-SC80_RS00550	TRANSCRIPT_gene-SC80_RS00550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
adrA	gene-SC80_RS00100	TRANSCRIPT_gene-SC80_RS00100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aegA	gene-SC80_RS12225	TRANSCRIPT_gene-SC80_RS12225	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aer	gene-SC80_RS09340	TRANSCRIPT_gene-SC80_RS09340	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aes	gene-SC80_RS00560	TRANSCRIPT_gene-SC80_RS00560	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
agaC	gene-SC80_RS09630	TRANSCRIPT_gene-SC80_RS09630	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
agaD	gene-SC80_RS09635	TRANSCRIPT_gene-SC80_RS09635	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
agaI	gene-SC80_RS09640	TRANSCRIPT_gene-SC80_RS09640	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
agaR	gene-SC80_RS09580	TRANSCRIPT_gene-SC80_RS09580	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
agaV	gene-SC80_RS09590	TRANSCRIPT_gene-SC80_RS09590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ahpC	gene-SC80_RS01085	TRANSCRIPT_gene-SC80_RS01085	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ahpF	gene-SC80_RS01090	TRANSCRIPT_gene-SC80_RS01090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ahr	gene-SC80_RS20170	TRANSCRIPT_gene-SC80_RS20170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aidB	gene-SC80_RS14110	TRANSCRIPT_gene-SC80_RS14110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
alaA	gene-SC80_RS06295	TRANSCRIPT_gene-SC80_RS06295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
alaE	gene-SC80_RS22665	TRANSCRIPT_gene-SC80_RS22665	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
alaS	gene-SC80_RS22520	TRANSCRIPT_gene-SC80_RS22520	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
aldB	gene-SC80_RS18430	TRANSCRIPT_gene-SC80_RS18430	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
alkB	gene-SC80_RS05915	TRANSCRIPT_gene-SC80_RS05915	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
allA	gene-SC80_RS00710	TRANSCRIPT_gene-SC80_RS00710	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
allB	gene-SC80_RS00740	TRANSCRIPT_gene-SC80_RS00740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
allR	gene-SC80_RS00715	TRANSCRIPT_gene-SC80_RS00715	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
allS	gene-SC80_RS00705	TRANSCRIPT_gene-SC80_RS00705	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
allW	gene-SC80_RS00735	TRANSCRIPT_gene-SC80_RS00735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
alr	gene-SC80_RS14910	TRANSCRIPT_gene-SC80_RS14910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
amiB	gene-SC80_RS14200	TRANSCRIPT_gene-SC80_RS14200	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
amiC	gene-SC80_RS10890	TRANSCRIPT_gene-SC80_RS10890	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
amiD	gene-SC80_RS13030	TRANSCRIPT_gene-SC80_RS13030	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
amn	gene-SC80_RS22845	TRANSCRIPT_gene-SC80_RS22845	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ampD	gene-SC80_RS08140	TRANSCRIPT_gene-SC80_RS08140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ampE	gene-SC80_RS08145	TRANSCRIPT_gene-SC80_RS08145	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ampH	gene-SC80_RS00050	TRANSCRIPT_gene-SC80_RS00050	protein_coding	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
amtB	gene-SC80_RS00435	TRANSCRIPT_gene-SC80_RS00435	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
amyA	gene-SC80_RS04655	TRANSCRIPT_gene-SC80_RS04655	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ansB	gene-SC80_RS11520	TRANSCRIPT_gene-SC80_RS11520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ansP	gene-SC80_RS15015	TRANSCRIPT_gene-SC80_RS15015	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
apaG	gene-SC80_RS07845	TRANSCRIPT_gene-SC80_RS07845	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
apaH	gene-SC80_RS07840	TRANSCRIPT_gene-SC80_RS07840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
apbC	gene-SC80_RS05395	TRANSCRIPT_gene-SC80_RS05395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
apbE	gene-SC80_RS05925	TRANSCRIPT_gene-SC80_RS05925	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
aphA	gene-SC80_RS14845	TRANSCRIPT_gene-SC80_RS14845	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
apt	gene-SC80_RS00525	TRANSCRIPT_gene-SC80_RS00525	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aqpZ	gene-SC80_RS13070	TRANSCRIPT_gene-SC80_RS13070	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
araA	gene-SC80_RS07895	TRANSCRIPT_gene-SC80_RS07895	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
araB	gene-SC80_RS07900	TRANSCRIPT_gene-SC80_RS07900	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
araC	gene-SC80_RS07905	TRANSCRIPT_gene-SC80_RS07905	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
araD	gene-SC80_RS18425	TRANSCRIPT_gene-SC80_RS18425	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
araE	gene-SC80_RS11020	TRANSCRIPT_gene-SC80_RS11020	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
araF	gene-SC80_RS04515	TRANSCRIPT_gene-SC80_RS04515	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
araG	gene-SC80_RS04510	TRANSCRIPT_gene-SC80_RS04510	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
araH	gene-SC80_RS04505	TRANSCRIPT_gene-SC80_RS04505	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
arcA	gene-SC80_RS07545	TRANSCRIPT_gene-SC80_RS07545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
arcA	gene-SC80_RS20085	TRANSCRIPT_gene-SC80_RS20085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
arcB	gene-SC80_RS09970	TRANSCRIPT_gene-SC80_RS09970	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
arcC	gene-SC80_RS11095	TRANSCRIPT_gene-SC80_RS11095	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
arcC	gene-SC80_RS20080	TRANSCRIPT_gene-SC80_RS20080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
arfA	gene-SC80_RS24150	TRANSCRIPT_gene-SC80_RS24150	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
arfB	gene-SC80_RS08570	TRANSCRIPT_gene-SC80_RS08570	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
argA	gene-SC80_RS10895	TRANSCRIPT_gene-SC80_RS10895	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
